ITEM#,friction,bendingWeft,bucklingStiffnessWeft,thickness,bucklingStiffnessBias_x,bucklingRatioWarp,bendingBias_x,internalDamping,stretchWarp,stretchWeft,bucklingRatioWias_x,bucklingRatioWeft,density,shear_x,bendingWarp,bucklingStiffnessWarp,bucklingStiffnessBias_y,bendingWeft_x,stretchWeft_x,thickness_x,bucklingRatioWarp_x,bucklingRatioWeft_x,bucklingStiffnessWeft_x,density_x,friction_x,shear_y,bucklingStiffnessWarp_x,internalDamping_x,bucklingRatioWias_y,bendingBias_y,bendingWarp_x,stretchWarp_x,Resource,WEIGHT (G/SM),Cuttable Width(inch),Fabric  Category,Fabric Type,FABRIC CONTENT 1,FABRIC CONTENT 2,FABRIC CONTENT 3,FABRIC CONTENT 4,FABRIC CONTENT 5,bendingLeftBias,bendingRightBias,bendingWarp_y,bendingWeft_y,bucklingRatioLeftBias,bucklingRatioRightBias,bucklingRatioWarp_y,bucklingRatioWeft_y,bucklingStiffnessLeftBias,bucklingStiffnessRightBias,bucklingStiffnessWarp_y,bucklingStiffnessWeft_y,density_y,friction_y,internalDamping_y,leftShear,rightShear,stretchWarp_y,stretchWeft_y,thickness_y
BPTS-PN14262,0.0299999993294477,2346.8017578125,0.0,0.25,0.0,0.0,1416.015625,9.999999747378752e-05,404060.34375,437163.40625,0.0,0.0,135.85858154296875,12766.8115234375,485.2294921875,0.0,0.0,2346.8017578125,437163.40625,0.25,0.0,0.0,0.0,135.85858154296875,0.0299999993294477,12766.8115234375,0.0,9.999999747378752e-05,0.0,1416.015625,485.2294921875,404060.34375,KTTA & KOTITI,187,,knit,,"polyester 77%, ",EL 23%,,,,,,485.2295,2346.802,,,,0.0,,,0.0,0.0,135.8586,0.03,0.0001,,,404060.3,437163.4,0.25
BPTS-PN16090,0.0299999993294477,387.5732421875,0.0,0.3100000023841858,0.0,0.0,436.4013671875,9.999999747378752e-05,396269.40625,653162.75,0.0,0.0,167.67677307128906,21559.28515625,485.2294921875,0.0,0.0,387.5732421875,653162.75,0.3100000023841858,0.0,0.0,0.0,167.67677307128906,0.0299999993294477,21559.28515625,0.0,9.999999747378752e-05,0.0,436.4013671875,485.2294921875,396269.40625,KTTA & KOTITI,270,,Woven,,"polyester 95%, ",EL 5%,,,,,,485.2295,387.5732,,,,0.0,,,0.0,0.0,167.6768,0.03,0.0001,,,396269.4,653162.8,0.31
BPTS-PN17092,0.0299999993294477,588.9892578125,0.0,0.2800000011920929,0.0,0.0,500.48828125,9.999999747378752e-05,390875.3125,415263.9375,0.0,0.0,148.48484802246094,9024.291015625,411.9873046875,0.0,0.0,588.9892578125,415263.9375,0.2800000011920929,0.0,0.0,0.0,148.48484802246094,0.0299999993294477,9024.291015625,0.0,9.999999747378752e-05,0.0,500.48828125,411.9873046875,390875.3125,KTTA & KOTITI,203,,knit,,"PTT 65%, ",polyester 35%,,,,,,411.9873,588.9893,,,,0.0,,,0.0,0.0,148.4848,0.03,0.0001,,,390875.3,415263.9,0.28
BPTS-PN17153,0.0299999993294477,973.5107421875,0.0,0.3199999928474426,0.0,0.0,1074.21875,9.999999747378752e-05,335395.96875,531666.125,0.0,0.0,151.01010131835938,14709.7412109375,1174.9267578125,0.0,0.0,973.5107421875,531666.125,0.3199999928474426,0.0,0.0,0.0,151.01010131835938,0.0299999993294477,14709.7412109375,0.0,9.999999747378752e-05,0.0,1074.21875,1174.9267578125,335395.96875,KTTA & KOTITI,336,,Woven,,"acylic 60%,",polyester 40%,,,,,,1174.927,973.5107,,,,0.0,,,0.0,0.0,151.0101,0.03,0.0001,,,335396.0,531666.1,0.32
"C121CJBYD900-G_Woven,Plain_ 70% Cotton 30% recycled cotton_105GSM_FRONT_1364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198.219,2198.219,1708.031,1006.126,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,105.0505,0.03,0.0001,160418.4,160418.4,1000000.0,485442.4,0.28
C180007-1,0.0299999993294477,94.6044921875,0.0,0.4099999964237213,0.0,0.0,134.27734375,9.999999747378752e-05,111221.1796875,38283.97265625,0.0,0.0,164.64646911621094,13695.5546875,173.9501953125,0.0,0.0,94.6044921875,38283.97265625,0.4099999964237213,0.0,0.0,0.0,164.64646911621094,0.0299999993294477,13695.5546875,0.0,9.999999747378752e-05,0.0,134.27734375,173.9501953125,111221.1796875,KTTA & KOTITI,137,,Woven,,"polyester 35%, ","cotton 30%, ","viscose 30%, ",SE 5%,,,,173.9502,94.60449,,,,0.0,,,0.0,0.0,164.6465,0.03,0.0001,,,111221.2,38283.97,0.41
"CA16031DB_knit,2x2rib_58% Cotton 39% Polyester 3% Spandex_270GSM_FRONT_1364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.7877,580.7877,6834.984,359.5352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.202,0.03,0.0001,8812.841,8812.841,123054.1,48970.22,0.92
"CA16031DB_knit,2x2rib_58% Cotton 39% Polyester 3% Spandex_270GSM_FRONT_2180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.7877,580.7877,6834.984,359.5352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.202,0.03,0.0001,8812.841,8812.841,123054.1,48970.22,0.92
CD90SP20(MELANGE),0.0299999993294477,76.2939453125,0.0,0.4199999868869781,0.0,0.0,158.69140625,9.999999747378752e-05,143483.0,342335.6875,0.0,0.0,177.27272033691406,10205.841796875,241.0888671875,0.0,0.0,76.2939453125,342335.6875,0.4199999868869781,0.0,0.0,0.0,177.27272033691406,0.0299999993294477,10205.841796875,0.0,9.999999747378752e-05,0.0,158.69140625,241.0888671875,143483.0,KTTA & KOTITI,161,,Woven,,polyamide 100%(KEVLAR 19%),,,,,,,241.0889,76.29395,,,,0.0,,,0.0,0.0,177.2727,0.03,0.0001,,,143483.0,342335.7,0.42
CHANNEL STRIPE,0.0299999993294477,7809.4482421875,0.0,0.4199999868869781,0.0,0.0,4147.3388671875,9.999999747378752e-05,494664.375,852438.3125,0.0,0.0,134.34344482421875,87759.640625,485.2294921875,0.0,0.0,7809.4482421875,852438.3125,0.4199999868869781,0.0,0.0,0.0,134.34344482421875,0.0299999993294477,87759.640625,0.0,9.999999747378752e-05,0.0,4147.3388671875,485.2294921875,494664.375,KTTA & KOTITI,151,,Woven,,"Modal54%, ",polyester 46%,,,,,,485.2295,7809.448,,,,0.0,,,0.0,0.0,134.3434,0.03,0.0001,,,494664.4,852438.3,0.42
CL-010,0.0299999993294477,173.9501953125,0.0,0.3899999856948852,0.0,0.0,161.7431640625,9.999999747378752e-05,117883.1796875,136282.03125,0.0,0.0,165.65655517578125,35531.71875,149.5361328125,0.0,0.0,173.9501953125,136282.03125,0.3899999856948852,0.0,0.0,0.0,165.65655517578125,0.0299999993294477,35531.71875,0.0,9.999999747378752e-05,0.0,161.7431640625,149.5361328125,117883.1796875,KTTA & KOTITI,200,,Woven,Twill,"polyester 97%, ",EL 3%,,,,,,149.5361,173.9502,,,,0.0,,,0.0,0.0,165.6566,0.03,0.0001,,,117883.2,136282.0,0.39
COCOA,0.0299999993294477,6246.9482421875,0.0,0.2080000042915344,0.0,0.0,6246.9482421875,9.999999747378752e-05,1000000.0,1000000.0,0.0,0.0,135.85858154296875,188070.796875,6246.9482421875,0.0,0.0,6246.9482421875,1000000.0,0.2080000042915344,0.0,0.0,0.0,135.85858154296875,0.0299999993294477,188070.796875,0.0,9.999999747378752e-05,0.0,6246.9482421875,6246.9482421875,1000000.0,KTTA & KOTITI,244,,Woven,Twill,"wool 88%,",Silk 12%,,,,,,6246.948,6246.948,,,,0.0,,,0.0,0.0,135.8586,0.03,0.0001,,,1000000.0,1000000.0,0.208
COMO METAL,0.0299999993294477,7809.4482421875,0.0,0.5299999713897705,0.0,0.0,6640.625,9.999999747378752e-05,1000000.0,1000000.0,0.0,0.0,129.2929229736328,57515.40234375,5471.8017578125,0.0,0.0,7809.4482421875,1000000.0,0.5299999713897705,0.0,0.0,0.0,129.2929229736328,0.0299999993294477,57515.40234375,0.0,9.999999747378752e-05,0.0,6640.625,5471.8017578125,1000000.0,KTTA & KOTITI,85,,Woven,,polyester 100%,,,,,,,5471.802,7809.448,,,,0.0,,,0.0,0.0,129.2929,0.03,0.0001,,,1000000.0,1000000.0,0.53
COMO TWEED,0.0299999993294477,37503.05078125,0.0,0.7730000019073486,0.0,0.0,25390.625,9.999999747378752e-05,1000000.0,1000000.0,0.0,0.0,213.6363677978516,69624.734375,13278.1982421875,0.0,0.0,37503.05078125,1000000.0,0.7730000019073486,0.0,0.0,0.0,213.6363677978516,0.0299999993294477,69624.734375,0.0,9.999999747378752e-05,0.0,25390.625,13278.1982421875,1000000.0,KTTA & KOTITI,326,,knit,,"polyester 96%,",EL 4%,,,,,,13278.2,37503.05,,,,0.0,,,0.0,0.0,213.6364,0.03,0.0001,,,1000000.0,1000000.0,0.773
CONSTELLATION,0.0299999993294477,540.1611328125,0.0,0.2399999946355819,0.0,0.0,756.8359375,9.999999747378752e-05,545102.375,616357.625,0.0,0.0,111.11111450195312,14767.84375,973.5107421875,0.0,0.0,540.1611328125,616357.625,0.2399999946355819,0.0,0.0,0.0,111.11111450195312,0.0299999993294477,14767.84375,0.0,9.999999747378752e-05,0.0,756.8359375,973.5107421875,545102.375,KTTA & KOTITI,163,,Woven,,"polyester 91%, ",Silk 9%,,,,,,973.5107,540.1611,,,,0.0,,,0.0,0.0,111.1111,0.03,0.0001,,,545102.4,616357.6,0.24
D0411,0.0299999993294477,241.0888671875,0.0,0.4460000097751617,0.0,0.0,2069.091796875,9.999999747378752e-05,890994.6875,30357.513671875,0.0,0.0,249.4949493408203,7358.28515625,3897.0947265625,0.0,0.0,241.0888671875,30357.513671875,0.4460000097751617,0.0,0.0,0.0,249.4949493408203,0.0299999993294477,7358.28515625,0.0,9.999999747378752e-05,0.0,2069.091796875,3897.0947265625,890994.6875,KTTA & KOTITI,201,,Woven,,"wool 91%, ","Silk 7%, ","ME 1%,",VI 1%,,,,3897.095,241.0889,,,,0.0,,,0.0,0.0,249.4949,0.03,0.0001,,,890994.7,30357.51,0.446
D0600-1,0.0299999993294477,6246.9482421875,0.0,0.6299999952316284,0.0,0.0,4879.7607421875,9.999999747378752e-05,400358.09375,103269.140625,0.0,0.0,335.3535461425781,24819.50390625,3512.5732421875,0.0,0.0,6246.9482421875,103269.140625,0.6299999952316284,0.0,0.0,0.0,335.3535461425781,0.0299999993294477,24819.50390625,0.0,9.999999747378752e-05,0.0,4879.7607421875,3512.5732421875,400358.09375,KTTA & KOTITI,135,,Woven,,"cotton 89%, ",polyamide 3%,,,,,,3512.573,6246.948,,,,0.0,,,0.0,0.0,335.3535,0.03,0.0001,,,400358.1,103269.1,0.63
DG-9926,0.0299999993294477,2346.8017578125,0.0,0.1759999990463256,0.0,0.0,1321.4111328125,9.999999747378752e-05,206493.6875,869917.75,0.0,0.0,53.03030014038086,6483.4853515625,296.0205078125,0.0,0.0,2346.8017578125,869917.75,0.1759999990463256,0.0,0.0,0.0,53.03030014038086,0.0299999993294477,6483.4853515625,0.0,9.999999747378752e-05,0.0,1321.4111328125,296.0205078125,206493.6875,KTTA & KOTITI,149,,Woven,,"Modal52%, ",polyester 48%,,,,,,296.0205,2346.802,,,,0.0,,,0.0,0.0,53.0303,0.03,0.0001,,,206493.7,869917.8,0.176
DG-9947,0.0299999993294477,24996.94921875,0.0,0.3700000047683716,0.0,0.0,12670.8984375,9.999999747378752e-05,165020.375,116197.4453125,0.0,0.0,200.0,55164.84375,344.8486328125,0.0,0.0,24996.94921875,116197.4453125,0.3700000047683716,0.0,0.0,0.0,200.0,0.0299999993294477,55164.84375,0.0,9.999999747378752e-05,0.0,12670.8984375,344.8486328125,165020.375,KTTA & KOTITI,142,,knit,,"polyester 83%, ","EL 11%, ",ME 6%,,,,,344.8486,24996.95,,,,0.0,,,0.0,0.0,200.0,0.03,0.0001,,,165020.4,116197.4,0.37
DJ-174,0.0299999993294477,1321.4111328125,0.0,1.1749999523162842,0.0,0.0,3005.9814453125,9.999999747378752e-05,479410.5,122044.3203125,0.0,0.0,326.2626342773437,50845.0625,4690.5517578125,0.0,0.0,1321.4111328125,122044.3203125,1.1749999523162842,0.0,0.0,0.0,326.2626342773437,0.0299999993294477,50845.0625,0.0,9.999999747378752e-05,0.0,3005.9814453125,4690.5517578125,479410.5,KTTA & KOTITI,153,,knit,,"polyester 90%, ",EL 10%,,,,,,4690.552,1321.411,,,,0.0,,,0.0,0.0,326.2626,0.03,0.0001,,,479410.5,122044.3,1.175
DK-2728-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTTA & KOTITI,144,,Woven,,"polyamide 61%, ","polyester 33%, ",Polyurethane 6%,,,,,,,,,,,,,,,,,,,,,,
DK-2741-1S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTTA & KOTITI,115,,knit,,"polyester 93%,",EL 7%,,,,,,,,,,,,,,,,,,,,,,,
DK-2743-6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTTA & KOTITI,136,,Woven,,"Modal60%, ",polyester 40%,,,,,,,,,,,,,,,,,,,,,,,
DK-2746-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTTA & KOTITI,149,,Woven,,"Modal85%,",polyester 15%,,,,,,,,,,,,,,,,,,,,,,,
DK-2749-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTTA & KOTITI,111,,Woven,,cotton 100%,,,,,,,,,,,,,,,,,,,,,,,,
DK-2749-1W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTTA & KOTITI,242,,Woven,,"polyester 96%, ",EL 4%,,,,,,,,,,,,,,,,,,,,,,,
"DK-2749-4W
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTTA & KOTITI,150,,Woven,,"Modal72%, ",polyester 28%,,,,,,,,,,,,,,,,,,,,,,,
DK-2771-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTTA & KOTITI,118,,Woven,,polyamide 95%,", Polyurethane 5%",,,,,,,,,,,,,,,,,,,,,,,
"DK-2799-1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTTA & KOTITI,109,,Woven,,"cottontton 80%, ","Silk 11%, ",polyamide 9%,,,,,,,,,,,,,,,,,,,,,,
DK-2799-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK-2799-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,344,,knit,Dobby/Jacquard,"Acrylinenc(50%), ","Polyester(40%), ",woolol(10%),,,,,,,,,,,,,,,,,,,,,,
DK-2799-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,261,,knit,rib,"Polyester(71%), ","Cotton(24%),",PU (Polyurethane)(5%),,,,,,,,,,,,,,,,,,,,,,
"DK-2799-13
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,368,,knit,interlock,"Polyester(57%), ","Acrylinenc(22%), ","Viscose Rayon(10%), ","Cotton(8%), ",PU (Polyurethane)(3%),,,,,,,,,,,,,,,,,,,,
DK-2799-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,315,,knit,interlock,"Polyester(64%), ","Cotton(34%), ",PU (Polyurethane)(2%),,,,,,,,,,,,,,,,,,,,,,
DK-2799-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,285,,Others,Vegan Leather,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2799-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,284,,knit,Pique,"Cotton(64%),"," Polyester(34%), ",PU (Polyurethane)(2%),,,,,,,,,,,,,,,,,,,,,,
DK-2799-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,256,,knit,interlock,"Polyester(63%), ","Viscose Rayon(34%), ",PU (Polyurethane)(3%),,,,,,,,,,,,,,,,,,,,,,
DK-2804-1S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,416,,knit,rib,"Cotton(94%), ",PU (Polyurethane)(6%),,,,,,,,,,,,,,,,,,,,,,,
DK-2806-1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,509,,knit,French Terry,"Cotton(100%), ",,,,,,,,,,,,,,,,,,,,,,,,
DK-2806-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,240,,knit,Fleece,"Polyester(85%),", Cotton(15%),,,,,,,,,,,,,,,,,,,,,,,
DK-2806-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,169,,knit,single jersey,"linennen(55%), ",Viscose Rayon(45%),,,,,,,,,,,,,,,,,,,,,,,
DK-2806-8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,200,,knit, Ponte,"Cotton(54%), ","Polyester(31%), ","Lyocell(10%), ",PU (Polyurethane)(5%),,,,,,,,,,,,,,,,,,,,,
DK-2807-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,280,,knit,single jersey,"Polyester(86%), ",PU (Polyurethane)(14%),,,,,,,,,,,,,,,,,,,,,,,
"DK-2807-7
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,228,,knit,single jersey,Cotton(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2809-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,244,,knit,rib,"Cotton(96%), ",PU (Polyurethane)(4%),,,,,,,,,,,,,,,,,,,,,,,
DK-2810-1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,231,,knit,single jersey,"Polyester(91%), ",PU (Polyurethane)(9%),,,,,,,,,,,,,,,,,,,,,,,
DK-2810-1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,265,,Others,Vegan Leather,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2813-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,245,,woven,plain,PU (Polyurethane)(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2813-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,200,,knit,rib,Cotton(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2814-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,222,,Others,Vegan Leather,PU (Polyurethane)(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2817-1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,280,,knit,Pique,"Cotton(64%),","Polyester(34%), ",PU (Polyurethane)(2%),,,,,,,,,,,,,,,,,,,,,,
DK-2822-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,284,,knit,rib,"Cotton(96%), ",PU (Polyurethane)(4%),,,,,,,,,,,,,,,,,,,,,,,
DK-2823-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,184,,knit,single jersey,"Cotton(80%), ",Polyester(20%),,,,,,,,,,,,,,,,,,,,,,,
DK-2824-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,460,,Woven ,Boucle,"Acrylinenc(50%), ","woolol(27%), ",Nylon(23%),,,,,,,,,,,,,,,,,,,,,,
DK-2825-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,356,,knit,interlock,"Polyester(81%), ","Viscose Rayon(16%), ",PU (Polyurethane)(3%),,,,,,,,,,,,,,,,,,,,,,
DK-2830-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,354,,Others,Vegan Leather,PU (Polyurethane)(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2831-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,208,,knit,Dobby/Jacquard,"Cotton(66%),","Polyester(25%), ",PU (Polyurethane)(9%),,,,,,,,,,,,,,,,,,,,,,
DK-2833-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,288,,knit,interlock,"Polyester(90%), ",Viscose Rayon(10%),,,,,,,,,,,,,,,,,,,,,,,
"DK-2833-3
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,184,,knit,French Terry,Cotton(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2834-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,176,,Others,Vegan Leather,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
"DK-2835-1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,315,,knit, Ponte,"Polyester(85%), ","Viscose Rayon(10%), ",PU (Polyurethane)(5%),,,,,,,,,,,,,,,,,,,,,,
DK-2838-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,410,,knit,interlock,"Cotton(53%),"," Polyester(38%), ",TENCEL™(9%),,,,,,,,,,,,,,,,,,,,,,
DK-2838-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,366,,knit,interlock,"Polyester(87%), ","Viscose Rayon(10%), ",PU (Polyurethane)(3%),,,,,,,,,,,,,,,,,,,,,,
DK-2841-1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,152,,knit,Velvet,"Viscose Rayon(60%), ",Polyester(40%),,,,,,,,,,,,,,,,,,,,,,,
DK-2842-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,200,,knit,rib,"Acrylinenc(60%),",Viscose Rayon(40%),,,,,,,,,,,,,,,,,,,,,,,
DK-2842-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,294,,knit,interlock,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2844-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,288,,knit,single jersey,"Polyester(44%),","Nylon(41%), ",PU (Polyurethane)(15%),,,,,,,,,,,,,,,,,,,,,,
DK-2844-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,360,,knit,rib,"Cotton(93%), ",PU (Polyurethane)(7%),,,,,,,,,,,,,,,,,,,,,,,
DK-2844-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,161,,knit,single jersey,"Cotton(60%), ",Polyester(40%),,,,,,,,,,,,,,,,,,,,,,,
DK-2844-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,330,,Others,Vegan Leather,PU (Polyurethane)(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2844-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,716,,woven,plain,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2844-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,282,,Others,Vegan Leather,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2844-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,276,,knit,interlock,"Polyester(78%), ",Cotton(22%),,,,,,,,,,,,,,,,,,,,,,,
DK-2844-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,156,,woven,plain,Cork(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2848-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,204,,Others,Vegan Leather,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
"DK-2848-1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,150,,knit,jersey,Cotton(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2849-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,172,,knit,rib,"Cotton(56%), ","TENCEL™(38%), ",PU (Polyurethane)(6%),,,,,,,,,,,,,,,,,,,,,,
DK-2849-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,120,,knit,jersey,"Cotton(94%), ",PU (Polyurethane)(6%),,,,,,,,,,,,,,,,,,,,,,,
DK-2850-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,198,,knit,interlock,"Cotton(59%), ",Polyester(41%),,,,,,,,,,,,,,,,,,,,,,,
DK-2850-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,396,,knit,rib,"Cotton(95%), ",PU (Polyurethane)(5%),,,,,,,,,,,,,,,,,,,,,,,
DK-2850-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,649,,woven,plain,Polyester(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2850-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,256,,knit,jersey,Cotton(100%),,,,,,,,,,,,,,,,,,,,,,,,
DK-2850-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,324,,knit,interlock,"Viscose Rayon(55%), ","Polyester(36%), ",PU (Polyurethane)(9%),,,,,,,,,,,,,,,,,,,,,,
"DK-2850-3
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwatchOn,212,,knit,jersey,"Viscose Rayon(95%), ",PU (Polyurethane)(5%),,,,,,,,,,,,,,,,,,,,,,,
DMS-TR2001_Woven_Twill_FRONT_1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.433,670.433,1601.219,1702.309,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,208.0808,0.03,0.0001,19435.21,19435.21,210451.5,198463.0,0.45
DMS-TR2001_Woven_Twill_FRONT_2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.433,670.433,1601.219,1702.309,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,208.0808,0.03,0.0001,19435.21,19435.21,210451.5,198463.0,0.45
DN-7724SD,0.0299999993294477,192.2607421875,0.0,0.4399999976158142,0.0,0.0,384.521484375,9.999999747378752e-05,32946.953125,282518.625,0.0,0.0,194.94949340820312,236288.109375,576.7822265625,0.0,0.0,192.2607421875,282518.625,0.4399999976158142,0.0,0.0,0.0,194.94949340820312,0.0299999993294477,236288.109375,0.0,9.999999747378752e-05,0.0,384.521484375,576.7822265625,32946.953125,SwatchOn,349,,Others,Vegan Leather,Polyester(100%),,,,,,,576.7822,192.2607,,,,0.0,,,0.0,0.0,194.9495,0.03,0.0001,,,32946.95,282518.6,0.44
DN-7748-J,0.0299999993294477,271.6064453125,0.0,0.4519999921321869,0.0,0.0,354.00390625,9.999999747378752e-05,175324.90625,201512.921875,0.0,0.0,186.8686981201172,108753.09375,436.4013671875,0.0,0.0,271.6064453125,201512.921875,0.4519999921321869,0.0,0.0,0.0,186.8686981201172,0.0299999993294477,108753.09375,0.0,9.999999747378752e-05,0.0,354.00390625,436.4013671875,175324.90625,SwatchOn,296,,Knit ,Neoprene/Scuba,"Viscose Rayon(40%), ","Polyester(30%), ",Cotton(30%),,,,,436.4014,271.6064,,,,0.0,,,0.0,0.0,186.8687,0.03,0.0001,,,175324.9,201512.9,0.452
